player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,porpag,adjoe,pfr,pid,ast.tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,extra,ET,VaCatEf
Derek Johnson,Prairie View A&M,SWAC,28,82.2,99.6,18.4,47.2,52.35,5.5,9.4,14.4,21.3,95,147,0.646,80,159,0.503,13,52,0.25,0.3,3.3,69.7,1.08026,93.4089,2.4,400,1.01537869,99.9722,105.222,2.48682,182.953,0.612173,0.0286842,0.583489,-0.413898,34.3571,-1.03006,0.616164,1.7143,2.75,4.4643,2.3571,2,0.1071,10.5,3.13654,0.292714885,MEDIO
Josh Bedwell,Samford,SC,30,46.8,106.4,21.3,55.4,59.95,3.1,9.3,10.9,16.6,41,47,0.872,21,41,0.512,44,116,0.379,0,1.2,29.9,1.2736,103.894,1.9,401,0.83329999,107.86,109.963,1.05792,74.8821,-2.79891,1.05824,-3.85716,-1.38272,18.7,1.82843,-3.21115,0.4,1.3667,1.7667,0.8333,0.3333,0,7.1667,13.6749,0.36038688,MEDIO
Ivory McGilvery,Prairie View A&M,SWAC,16,3.8,45.2,23.2,14.3,19.45,14.6,7.8,0,33.3,2,3,0.667,2,8,0.25,0,6,0,2.4,0,21.4,-0.382132,45.1116,2.7,404,0,106.995,109.47,0.163924,6.04175,-20.4118,-13.6384,-6.77337,-15.5444,2.8125,-9.14111,-6.40329,0.375,0.1875,0.5625,0,0,0.0625,0.375,7.82865,0.083333333,BAJO
Andy Wicke,Belmont,ASun,33,79.3,105.3,19,54.1,56.65,1.6,4.9,19.8,22.9,46,56,0.821,31,73,0.425,93,242,0.384,0.4,3.7,17.8,1.89887,101.514,2.9,409,1.36586437,99.9541,101.457,2.73158,195.904,1.48412,1.86502,-0.380893,2.188,31.9697,1.23762,0.950384,0.4545,1.3939,1.8485,3.3939,2.1212,0.1212,11.7273,12.8423,0.333701272,MEDIO
Henry Harris,Belmont,ASun,28,29.4,89.4,14.8,33.6,39.54,7.1,7.7,11.6,20.3,23,37,0.622,15,39,0.385,7,37,0.189,0.3,2.3,48.7,-0.196378,80.178,5,410,1.2857333,101.619,103.328,1.10169,67.2938,-2.72384,-2.08326,-0.640588,-4.74662,13.9643,-4.31774,-0.428885,0.8929,0.9643,1.8571,0.9643,0.5714,0.0357,2.6429,5.29609,0.222799723,BAJO
Bryan Geffen,Quinnipiac,NEC,31,71.8,98.1,18.8,47.6,49.14,2.3,7.1,17.1,23.5,28,42,0.667,44,102,0.431,56,167,0.335,0.2,2.1,15.6,0.739665,91.6848,2.7,414,1.1515266,104.607,109.973,1.6247,137.215,-3.0146,-0.738944,-2.27566,-2.48864,28.9677,-1.15881,-1.32983,0.6129,1.7097,2.3226,2.4516,1,0.0645,9.1613,11.2029,0.31145552,MEDIO
Takayo Siddle,Gardner Webb,BSth,24,29.7,93.5,21.1,43.4,46.76,1.3,10.3,20.5,21.3,17,21,0.81,16,44,0.364,22,69,0.319,0.7,1.4,18.6,0.357529,91.9945,1.8,417,1.3461645,109.094,110.445,0.732017,51.4422,-5.66875,-2.23482,-3.43393,-3.72443,13.5417,-1.00494,-2.7195,0.1667,1.25,1.4167,1.4583,0.3333,0.0833,4.7917,11.9278,0.280632411,MEDIO
Tyler Quinney,Southern Utah,Sum,28,84.3,105.6,23.4,48.9,57.63,7.9,12.8,9.7,20.1,134,158,0.848,133,271,0.491,0,1,0,0.2,1.3,58.1,2.8258,107.59,3.7,418,0.54796515,107.799,106.695,2.37125,147.875,-1.36168,-0.158347,-1.20334,-1.69762,35.0714,-0.151591,-1.54603,1.9643,3.2857,5.25,1.4286,0.75,0.0714,14.2857,0.0645267,0.163591636,BAJO
Horace McGloster,Houston,CUSA,25,15.7,105.7,13.3,43.2,47.05,5.5,10.3,7.5,10.3,11,17,0.647,13,22,0.591,4,22,0.182,3.7,0.8,38.6,0.32901,95.7219,6.3,419,1.80000004,100.706,98.2566,0.804514,34.4011,0.694374,-0.108924,0.803298,-1.19555,8.36,-2.01903,0.823479,0.44,0.8,1.24,0.36,0.12,0.32,1.96,6.02811,0.287878788,MEDIO
Terrell Bell,Virginia Tech,ACC,32,28.8,88.3,16.4,36.8,38.11,10.9,13.4,14.5,21.6,11,24,0.458,23,56,0.411,6,31,0.194,1.9,1.9,27.6,0.0983982,86.5856,3.9,420,1.29173334,102.553,97.649,1.21448,71.5637,1.04494,-0.0966805,1.14163,-0.813249,12.4688,-1.19092,0.377673,1.1562,1.5,2.6562,0.9688,0.4062,0.2188,2.3438,4.56564,0.233678955,BAJO
Malcolm Delaney,Virginia Tech,ACC,34,90.3,114.1,25.6,46.9,57.05,3.2,9.1,25.2,17.8,225,259,0.869,90,218,0.413,70,198,0.354,0.9,2.4,62.3,5.33332,126.841,2.8,423,1.56703708,104.116,98.5061,3.47762,209.157,6.1593,6.13493,0.0243627,6.09254,36.7647,5.27743,0.81511,1,3,4,4.4706,1.4706,0.3235,18.0882,9.30059,0.314382356,MEDIO
Justin Dehm,Furman,SC,27,70.8,94.2,20.3,49.8,51.66,0.6,6.8,23.4,23.5,24,31,0.774,37,83,0.446,53,151,0.351,0,1.8,13.2,0.643096,90.5797,1.8,429,1.25806738,113.202,113.952,1.25453,108.592,-4.07062,-0.595516,-3.4751,-3.23465,29.6296,-0.500384,-2.73427,0.1481,1.5556,1.7037,2.8889,0.8519,0,9.5185,11.5906,0.324091066,MEDIO
Brian Mills,Mercer,ASun,31,48.9,106.1,16.9,51,54.85,9.7,10.9,7.4,21.6,38,50,0.76,53,104,0.51,17,50,0.34,3.4,1.6,32.5,1.10561,100.557,5.5,434,0.57498258,106.098,108.441,1.20983,113.229,0.00692458,0.74101,-0.734085,-1.14556,20.0323,-0.25221,-0.893355,1.7742,2.0645,3.8387,0.7419,0.5484,0.6774,6.2903,4.56261,0.339871795,MEDIO
Mark Hall,Mercer,ASun,31,54.6,80.9,17,38.5,43.91,2.5,7.1,12,31.7,37,47,0.787,11,47,0.234,34,114,0.298,0.1,1.8,29.2,-0.573528,76.7054,4.6,436,0.69699389,109.012,111.419,1.12616,110.42,-5.48017,-2.6898,-2.79037,-6.87429,22.3871,-4.64118,-2.23311,0.5161,1.5161,2.0323,1.4839,0.7097,0.0323,5.1935,9.31676,0.227136991,BAJO
Josh Slater,Lipscomb,ASun,30,70.4,97.7,22.7,43.9,50.78,2.8,15.4,21,23.8,103,141,0.73,65,154,0.422,31,100,0.31,1.7,2.8,55.5,1.39283,98.5269,3.6,439,1.14634328,96.1804,100.305,2.53577,182.447,0.939889,-0.223948,1.16384,0.425783,28.5,-0.348334,0.774117,0.6667,4.2,4.8667,3.1333,1.4,0.4667,10.8667,6.58223,0.295692641,MEDIO
Alphonso Dawson,Delaware,CAA,32,80.9,95,24.5,44.3,46.88,6.4,11.9,8,12.4,58,80,0.725,121,265,0.457,50,177,0.282,1.8,1.5,18.1,1.92614,101.414,3.1,440,0.62962963,103.577,106.131,2.26195,178.31,-1.6829,0.172927,-1.85583,-1.28061,32.625,0.669295,-1.94991,1.875,3.4062,5.2812,1.0625,0.8438,0.5938,14.0625,9.9678,0.293444196,MEDIO
Edwin Santiago,Delaware,CAA,32,25.7,73.9,19.1,33,37.22,5.4,7.9,9.9,23.1,16,24,0.667,23,66,0.348,4,22,0.182,1.2,3.2,27.3,-0.374828,73.774,5.5,442,0.64004097,101.66,104.166,0.789495,61.7088,-5.40322,-4.9114,-0.491816,-5.70989,10.375,-5.91562,0.205736,0.5,0.7188,1.2188,0.5,0.5625,0.125,2.3125,3.9,0.207070707,BAJO
D.J. Boney,Delaware,CAA,29,36.9,101.2,15.6,45.2,50.81,7.1,6.9,6.4,16.6,31,40,0.775,19,44,0.432,19,61,0.311,0.8,1,38.1,0.670816,96.1463,4.1,443,0.71426598,107.202,109.955,0.921123,67.7306,-2.34758,0.0216701,-2.36925,-2.45654,16.4138,-0.530386,-1.92616,1.0345,1,2.0345,0.5172,0.2759,0.1379,4.3448,7.53144,0.299677099,MEDIO
Marc Egerson,Delaware,CAA,32,90.3,100.1,24.4,47.8,53.17,5.5,26.8,16.4,19.3,129,174,0.741,96,231,0.416,57,149,0.383,0.5,2.2,45.8,2.8249,106.803,2.4,446,0.90324137,96.4892,98.8677,3.4345,263.902,1.9419,1.19324,0.74866,2.72766,36.4062,2.68585,0.0418083,1.7812,8.5625,10.3438,2.625,1.375,0.1875,15.375,7.5175,0.329803306,MEDIO
Dwayne Anderson,Villanova,BE,31,53.1,112.9,17.6,51.3,55.48,10,16.4,10.1,17.6,49,58,0.845,68,122,0.557,31,101,0.307,2.1,3.5,26,2.88475,116.212,3.9,447,0.97724391,92.188,84.5437,3.76776,185.953,9.17551,4.6843,4.49121,7.55967,26.129,3.89201,3.66766,2.2581,3.9032,6.1613,1.3871,1.6129,0.4516,8.9677,7.12272,0.339257696,MEDIO
Dante Cunningham,Villanova,BE,38,78.6,109,24.7,52.5,55.68,9.5,17,8.8,15.8,124,178,0.697,244,463,0.527,0,2,0,4.8,2.2,38.3,3.96602,120.61,3.4,448,0.57314978,93.7175,87.6626,4.21283,260.896,6.34177,2.23205,4.10972,6.03803,31.5526,3.5281,2.50993,2.6053,4.8684,7.4737,1.2368,1.2368,1.2368,16.1053,0.0952854,0.175665947,BAJO
Josh Thornton,Towson,CAA,32,59.8,101.1,22.6,51.4,53.14,2.2,6.7,10.6,17.1,33,44,0.75,42,95,0.442,80,220,0.364,0.3,1.9,14,1.87598,105.56,1.9,449,0.68628434,112.303,113.15,1.16489,103.915,-1.9416,1.96491,-3.90651,0.406817,25.6875,2.95191,-2.5451,0.5,1.4688,1.9688,1.0938,0.8125,0.0625,11.1562,17.0214,0.329186603,MEDIO
Dominic James,Marquette,BE,29,64.8,104.7,21.2,48.1,48.14,3.2,9.6,30.6,16,41,89,0.461,89,172,0.517,33,116,0.284,1.1,3.9,30.9,2.74206,109.45,2.5,450,2.66661289,98.1723,94.09,3.50362,183.132,6.74356,4.43552,2.30804,5.19997,31.3793,2.61275,2.58721,0.8621,2.5517,3.4138,4.9655,2.1379,0.3103,10.9655,7.29973,0.314721999,MEDIO
Jessie Sapp,Georgetown,BE,31,62.3,100.8,16.4,48,51.19,5.9,11.3,12.6,21.5,34,47,0.723,28,76,0.368,37,98,0.378,0.8,3.4,27,1.45633,101.108,3,451,1.11111881,96.7323,90.5449,3.08905,144.317,4.94456,2.19104,2.75352,4.21847,25.3226,1.53757,2.6809,1.0968,2.5161,3.6129,1.6129,1.3871,0.1935,6.4839,7.68877,0.311582528,MEDIO
Cory Norman,Arkansas Pine Bluff,SWAC,13,5,43.4,15.7,21.4,23.41,5,5.4,3,39.7,1,2,0.5,0,3,0,2,11,0.182,0,2.7,14.3,-0.726822,39.5036,4.5,452,0.14280408,101.132,104.645,0.351078,10.3314,-10.065,-8.71031,-1.3547,-10.4761,4.7692,-8.86914,-1.60693,0.2308,0.2308,0.4615,0.0769,0.2308,0,0.5385,9.72644,0.090909091,BAJO
Delbert Simpson,Baylor,B12,7,1.7,81,18.3,35.7,44.03,4.7,26.4,0,24.6,2,2,1,1,4,0.25,1,3,0.333,8.1,2.3,28.6,-0.0764992,78.3315,9.2,455,0,93.521,94.2931,0.412097,6.6497,-5.32051,-5.98762,0.667109,-4.88205,3.7143,-6.1254,1.24335,0.1429,0.8571,1,0,0.1429,0.2857,1,6.7604,0.25,BAJO
Jason Tolliver,Arkansas Pine Bluff,SWAC,6,2.6,69.1,15.4,44.4,44.44,0,10.1,0,32.6,0,0,0,4,6,0.667,0,3,0,0,0,0,-0.302056,68.44,3.6,457,0,104.946,101.299,0.476516,4.43901,-14.2315,-9.36091,-4.87064,-8.42998,5.5,-6.03989,-2.39008,0,0.5,0.5,0,0,0,1.3333,5.10128,0.222222222,BAJO
Travis Cohn,Jacksonville,ASun,32,52.3,107.7,17.7,52.2,54.84,8,10.4,13.4,22.3,27,33,0.818,66,131,0.504,20,53,0.377,1.6,2.5,17.9,1.39845,103.539,3.5,460,1,100.524,102.647,1.7139,120.043,1.54903,1.5678,-0.0187763,1.50582,21.1562,1.63704,-0.131222,1.5,1.8125,3.3125,1.4375,0.9062,0.3125,6.8438,4.55263,0.356618177,MEDIO
Cory Higgins,Colorado,B12,30,91.2,106.5,26.2,51.5,59.58,2.3,16,18,18.5,171,207,0.826,125,247,0.506,31,86,0.36,1.1,3.3,62.2,4.36159,118.725,2.8,461,0.91858239,100.21,95.9676,3.83518,220.986,4.81432,2.72859,2.08573,5.47965,36.9333,3.7592,1.72045,0.6,4.6333,5.2333,2.6333,1.9667,0.3667,17.1333,4.84416,0.348923516,MEDIO
Greivis Vasquez,Maryland,ACC,35,85.5,106.1,27.9,46.7,51.19,3.3,13.8,30.8,16.9,111,128,0.867,152,336,0.452,66,202,0.327,1.1,2.4,23.8,4.49958,122.177,2.5,465,1.79592868,99.084,93.0569,3.94174,231.556,7.02183,5.57337,1.44846,7.1237,34.5714,5.4748,1.64891,1.0571,4.3429,5.4,5.0286,1.4,0.3714,17.5143,9.7375,0.314159987,MEDIO
P.J. Keaton,Arkansas St.,SB,25,34.4,80.8,15.1,40.5,41.03,1.7,6.8,8.8,20.5,3,5,0.6,18,47,0.383,15,53,0.283,1.6,0.5,5,-0.621906,72.6106,2.3,466,0.85,104.572,105.267,1.12043,51.35,-5.87099,-4.3225,-1.54849,-6.01437,15.76,-4.30468,-1.70969,0.24,0.92,1.16,0.68,0.12,0.24,3.36,8.19265,0.269169008,BAJO
Michael Lance,Arkansas St.,SB,26,39.7,101.9,14.7,48.6,50.36,5.8,9.5,8.7,16.4,10,13,0.769,20,48,0.417,22,61,0.361,0.5,1.3,11.9,0.444007,91.7545,3,467,1.05561166,102.072,103.154,1.37058,67.8171,-1.37602,-0.477407,-0.898618,-1.63192,17.5,-0.990683,-0.641237,0.8846,1.4231,2.3077,0.7308,0.3846,0.0769,4.4615,8.17046,0.319216758,MEDIO
Carderro Nwoji,Florida Atlantic,SB,28,69.6,98,17.3,41.8,44.85,3.8,9.2,14.7,13.5,34,44,0.773,46,125,0.368,39,125,0.312,0.1,0.9,17.6,1.00552,93.3733,2.8,468,1.85291932,114.292,115.23,1.21869,118.627,-3.00253,0.503193,-3.50572,-3.43883,31.8214,-0.683319,-2.75552,1.0357,2.5357,3.5714,2.25,0.4643,0.0357,8.6786,8.59758,0.278666667,MEDIO
Avery Merriex,Air Force,MWC,24,17.8,82.1,9.5,37.5,39.57,2.7,7.1,6.5,17,4,8,0.5,3,13,0.231,4,11,0.364,0,1.3,33.3,-0.459407,68.9169,2.7,469,1.20019206,109.416,106.713,0.585239,26.4531,-5.01476,-3.40411,-1.61065,-5.44539,8.625,-4.61983,-0.825557,0.1667,0.4583,0.625,0.25,0.1667,0,0.9167,3.554,0.258741259,BAJO
Travis Bureau,Louisiana Lafayette,SB,26,68.5,106.4,20.6,51.3,53.3,5.4,11.1,7.7,14.3,49,76,0.645,49,98,0.5,58,167,0.347,1.8,1.9,28.7,2.26044,105.632,2.7,470,0.67500811,105.529,106.455,2.09613,131.617,1.83884,2.59157,-0.752727,2.51245,31.0769,3.23432,-0.721871,1.5,2.7308,4.2308,1.0385,1,0.5385,12.3462,12.3265,0.340319361,MEDIO
LaceDarius Dunn,Baylor,B12,38,71.3,115.8,24.2,57.3,61.34,5.6,14.1,4.1,15.5,117,142,0.824,80,150,0.533,107,270,0.396,0.6,2.1,33.8,4.35076,128.202,3.9,476,0.29998372,103.612,97.3022,2.86825,192.726,4.2586,5.68646,-1.42786,6.53247,28.6316,6.76203,-0.229567,1.3158,3.5263,4.8421,0.5526,1,0.1579,15.7368,14.5069,0.375925926,MEDIO
Chase Buford,Kansas,B12,11,1,96.2,17.3,50,50,17.5,29.9,0,23.6,0,0,0,2,3,0.667,0,1,0,0,0,0,0.0421003,93.7997,5.7,478,0,91.8579,90.4734,0.158077,3.02599,-8.72958,-3.25708,-5.4725,-4.12598,1.2727,-3.57876,-0.547219,0.1818,0.3636,0.5455,0,0,0,0.3636,4.07712,0.222222222,BAJO
Tyrel Reed,Kansas,B12,35,51.5,114,14.4,55.9,60.29,2.2,7.5,8.8,19.8,47,57,0.825,17,36,0.472,49,126,0.389,0,1.9,35.2,1.7953,109.368,3,479,1.02770764,98.8027,92.9498,2.38297,117.075,5.33862,3.84409,1.49452,4.62346,20.6857,2.43467,2.18879,0.3714,1.4857,1.8571,1.0571,0.6857,0,6.5143,9.97508,0.351851852,MEDIO
Casey Harriman,Creighton,MVC,35,38.3,111.3,13.4,54,55.84,9,11.3,6.6,17.2,20,31,0.645,10,27,0.37,29,72,0.403,0.8,2.2,31.3,0.985857,102.816,4.7,481,0.90483334,98.535,98.0886,1.49765,93.4112,4.09025,3.44705,0.64319,1.82051,15.3714,1.37251,0.448,1.1714,1.4857,2.6571,0.5429,0.5714,0.1143,3.6286,7.86587,0.324845679,MEDIO
John Moonshower,Army,Pat,20,18,84.7,24.2,44.3,46.3,0.6,18.3,20.4,19.8,8,11,0.727,14,44,0.318,14,35,0.4,3.7,2.3,13.9,0.117264,87.3967,3.3,488,1.05882347,89.8351,94.7422,1.18115,45.9705,-2.27795,-3.97991,1.70196,1.15446,11,-0.996417,2.15087,0.05,1.6,1.65,0.9,0.4,0.3,3.9,9.87662,0.306060606,MEDIO
Jakari Johnson,IPFW,Sum,21,32.3,102.7,18.5,54.6,57.37,4,13.5,16.3,22.9,19,26,0.731,19,46,0.413,19,41,0.463,0.9,6.2,29.9,0.886491,98.5354,3.8,490,1.07689196,96.4622,94.8888,1.94951,90.1561,5.60026,2.33962,3.26064,4.18116,17.9048,0.0857751,4.09538,0.5714,1.9524,2.5238,1.3333,1.8095,0.1429,5.4286,6.67125,0.369388476,MEDIO
Arminas Urbutis,Hofstra,CAA,31,37.1,88,14.4,35.3,43.44,11.4,19.7,2.2,24.5,32,44,0.727,30,84,0.357,0,1,0,2.3,1,51.8,-0.207132,80.2406,5.2,493,0.17858726,95.96,96.9665,1.50733,91.7052,-4.81633,-4.54695,-0.269377,-4.87143,15.0645,-4.34814,-0.523293,1.6452,2.7419,4.3871,0.1613,0.2581,0.3226,2.9677,0.125914,0.119047619,BAJO
Lawrence Kinnard,UAB,CUSA,34,83.6,106.6,22.4,50.1,51.52,8.8,23,7.6,10.8,62,103,0.602,140,267,0.524,45,147,0.306,1.9,1.9,24.9,3.20318,111.86,2.7,494,0.89359079,93.0755,89.6041,4.25608,248.55,4.94968,2.44586,2.50383,4.64183,33.8235,3.36553,1.27629,2.5,6.6765,9.1765,1.2353,1.0882,0.6176,14.0294,7.57639,0.327842748,MEDIO
Jermaine Taylor,UCF,CUSA,30,79.8,112.9,36.1,55.1,58.6,7.2,12.1,17.3,14.7,133,165,0.806,189,348,0.543,90,240,0.375,2.7,2.3,28.1,5.8401,137.026,2.2,495,0.62789967,103.129,100.725,2.82731,173.33,6.81308,7.32708,-0.513998,11.2592,32.0333,11.4798,-0.220528,1.9,3.3,5.2,1.8,1.2333,0.7333,26.0333,14.8351,0.368534483,MEDIO
Drew Speraw,UCF,CUSA,18,5.8,96.1,12.7,71.4,66.04,0,3.4,0,26.7,1,4,0.25,4,7,0.571,4,7,0.571,0,1.7,28.6,0.0156027,85.4232,3.4,497,0,109.246,107.79,0.24933,9.34668,-4.10842,-1.72386,-2.38457,-2.18042,3.8889,-1.04647,-1.13395,0,0.1111,0.1111,0,0.1111,0,1.1667,5.95321,0.476190476,MEDIO
Anthony Hill,Milwaukee,Horz,30,36.9,98.3,22,46.2,49.91,10.8,15.7,7.3,17.6,42,68,0.618,56,121,0.463,3,10,0.3,3.1,0.9,51.9,0.944732,102.698,4.9,501,0.48277643,100.183,100.03,1.34487,82.9295,-2.09473,-1.66739,-0.427332,-1.74773,14.8333,-1.06795,-0.679782,1.5,2.1667,3.6667,0.4667,0.2333,0.4667,5.4333,1.33956,0.304269972,MEDIO
Rahmon Fletcher,Green Bay,Horz,31,69.9,111.8,23.4,54.5,58.41,2.7,7.4,35.4,22.5,68,87,0.782,104,186,0.559,23,68,0.338,0.4,3.9,34.3,3.25302,117.786,3.8,504,1.85331079,100.228,100.062,2.54316,159.408,3.99284,4.30916,-0.316314,4.28094,28.1935,2.98046,1.30048,0.6129,1.7742,2.3871,4.4839,1.7742,0.0968,11.129,4.77005,0.355497575,MEDIO
Nick Lake,Princeton,Ivy,23,28.1,96.4,18.5,52.3,55.1,6.5,10.9,8.3,23.7,12,16,0.75,10,20,0.5,16,45,0.356,0.4,1.4,24.6,0.352286,92.2253,6.1,512,0.52632854,99.0437,104.798,0.950322,42.6032,-3.34953,-1.08087,-2.26866,-4.64256,12.8261,-2.64924,-1.99332,0.6087,1.1304,1.7391,0.4348,0.2609,0.0435,3.4783,10.3597,0.344444444,MEDIO
Vinny Lima,Northeastern,CAA,29,19.6,97.6,14.1,59.7,60.96,7.9,12.7,6.9,31.4,9,14,0.643,14,21,0.667,5,15,0.333,2.9,1.8,38.9,0.172894,90.0292,5.7,515,0.47065849,98.9083,98.5135,0.832727,41.4214,-0.206831,-1.23452,1.02769,-1.42603,8.7586,-2.25249,0.826456,0.5172,0.8621,1.3793,0.2759,0.2414,0.2069,1.7931,3.91525,0.388888889,MEDIO
Tony Anderson,Furman,SC,27,39.3,73.2,15.9,34,37.28,1,9,27.3,33,12,20,0.6,15,33,0.455,7,42,0.167,0,0.8,26.7,-1.03259,66.0035,4,527,1.52628953,114.04,114.213,0.681499,57.486,-9.93802,-5.78649,-4.15152,-9.56275,16.4444,-6.34979,-3.21296,0.1481,1.1481,1.2963,2.1481,0.2222,0,2.3333,5.80792,0.234848485,BAJO
Alex Opacic,Furman,SC,28,45.2,103.4,18.8,45.3,50.4,8.8,17.2,7.7,12.8,39,52,0.75,57,122,0.467,4,17,0.235,1.6,1,37.4,0.841475,97.6732,4.3,528,0.79994401,109.846,110.35,0.999049,82.1923,-3.45836,-1.49878,-1.95958,-3.17256,18.25,-1.02104,-2.15152,1.3929,2.4286,3.8214,0.5714,0.2857,0.25,5.8929,2.04397,0.273384764,BAJO
Larry Jackson,Florida A&M,MEAC,31,52.4,95.4,17.7,49.7,50.62,6.7,17.2,4.7,15.2,49,96,0.51,74,148,0.5,0,1,0,1.3,1.5,64.4,0.422729,90.0813,5.4,529,0.43339879,103.049,108.403,1.29881,123.63,-4.93344,-3.53384,-1.3996,-4.96617,21.2903,-3.28513,-1.68104,1.3226,3.0968,4.4194,0.4194,0.5484,0.2581,6.3548,0.0896101,0.166666667,BAJO
Leonard Mendez,Georgia St.,CAA,30,67.7,104,18,47.1,49.7,3,9.2,11.7,11.3,31,39,0.795,66,145,0.455,31,94,0.33,0.9,2.3,16.3,1.6463,101.786,1.5,532,1.57690096,103.966,104.913,2.00673,123.626,0.280203,0.900818,-0.620615,1.45161,27.5333,1.50044,-0.0488273,0.7,2,2.7,1.3667,0.9667,0.2,8.5333,7.37024,0.316617755,MEDIO
Nikola Dragovic,UCLA,P10,34,58.4,120.1,18,56.9,59.24,4.9,18,10.2,14.8,32,36,0.889,54,96,0.563,60,157,0.382,2.6,1.9,14.2,3.19136,122.494,3.5,536,1.27776733,96.4238,90.6373,2.97449,152.425,8.21661,5.60565,2.61096,7.78554,24.1471,5.52429,2.26125,0.9118,3.4118,4.3235,1.3529,0.7353,0.5588,9.4118,11.6156,0.378582803,MEDIO
Daniel Hackett,USC,P10,35,92.7,104.1,20.4,52.7,57.8,1.5,11.8,24.7,26.6,119,162,0.735,94,186,0.505,41,109,0.376,0.8,2.3,54.9,3.1809,108.99,2.9,537,1.43104119,98.3579,90.2074,4.63945,224.463,5.15852,2.93392,2.22461,4.2902,37.3429,1.87222,2.41798,0.4286,3.8,4.2286,4.7429,1.3714,0.2571,12.2857,5.08616,0.356532176,MEDIO
Jeff Allen,Virginia Tech,ACC,33,73.2,100.6,25.1,51.4,54.25,10.8,20.3,9.3,20.7,118,193,0.611,141,282,0.5,17,42,0.405,4.4,3.5,59.6,2.78669,110.898,4.5,539,0.47776189,94.564,89.3371,3.8644,244.211,5.52366,1.66626,3.8574,4.36054,30.7273,1.78667,2.57387,2.8182,5.5758,8.3939,1.303,1.8485,1.2727,13.6667,2.43372,0.369047619,MEDIO
Steve McNees,Akron,MAC,35,53.8,99.7,17,47.5,49.85,2.5,7.7,18.5,21,35,56,0.625,18,47,0.383,44,130,0.338,0.6,1.5,31.6,0.878797,96.0395,3.4,543,1.52279054,97.0363,98.7449,2.05446,116.358,0.543037,0.550225,-0.0071883,0.497068,21.7429,-0.0448457,0.541913,0.4571,1.3714,1.8286,1.9143,0.5429,0.1143,5.8,10.5272,0.296890344,MEDIO
Marko Deric,Loyola Marymount,WCC,30,53.1,71.3,15.3,30.8,32.74,5,10.6,6.5,16.8,12,18,0.667,40,121,0.331,7,43,0.163,0.4,1.1,11,-1.28121,66.8781,5,546,0.62966666,112.467,109.891,1.20655,94.1264,-7.50397,-5.49589,-2.00808,-8.59514,21.2333,-6.95763,-1.63751,1.0333,1.8,2.8333,0.5667,0.4,0.0667,3.7667,4.081,0.191588186,BAJO
Johnny Mayhane,Tulane,CUSA,29,25.7,84.2,21.3,40.4,42.67,4,11.3,16.1,20.8,13,21,0.619,22,54,0.407,12,45,0.267,0.4,1.2,21.2,0.0561552,85.7906,2.6,549,1,103.826,101.664,0.906748,45.4051,-4.48346,-2.94766,-1.5358,-2.06196,10.7586,-1.17724,-0.884719,0.3793,0.9655,1.3448,0.7931,0.2069,0.0345,3.2069,8.68733,0.269135802,BAJO
Kevin Sims,Tulane,CUSA,30,86.8,109.5,20.1,50.9,57.29,1.4,6.1,24,18.8,106,129,0.822,69,159,0.434,49,121,0.405,0.1,1.4,46.1,3.10121,109.998,2.4,551,1.7424091,105.445,103.362,2.76059,140.464,0.63214,2.23066,-1.59852,1.82553,35.1667,2.29167,-0.466133,0.4333,1.7,2.1333,3.8333,0.8333,0.0333,13.0333,6.91628,0.347133427,MEDIO
Asim McQueen,Tulane,CUSA,30,69.9,94.9,17.4,48.4,51.9,9.8,13.2,7.4,23.6,49,73,0.671,83,177,0.469,4,7,0.571,1.8,0.8,39.7,0.703848,91.5239,3.3,552,0.50002587,103.115,101.078,2.443,128.168,-0.956483,-1.78792,0.831435,-1.98785,28.3,-1.46297,-0.524879,2.4333,2.9667,5.4,0.9667,0.3667,0.4667,7.5667,0.496853,0.442023137,MEDIO
Chris Kanne,Loyola Marymount,WCC,26,21.8,86.1,15.3,37.9,38.94,3.6,7.2,14.9,15.1,3,4,0.75,4,16,0.25,15,54,0.278,0,0.9,5.7,-0.101401,81.367,0.9,553,1.60010399,115.229,112.373,0.485827,33.4093,-6.08884,-2.39656,-3.69228,-3.50348,10.0769,-0.989202,-2.51428,0.3462,0.5769,0.9231,0.6154,0.1538,0,2.1538,12.4833,0.222222222,BAJO
Obi Muonelo,Oklahoma St.,B12,35,74.7,109.1,20.4,53.2,54.41,4.8,21.9,10.4,13.4,40,59,0.678,70,159,0.44,88,221,0.398,0.1,1.7,15.5,3.14038,114.563,2.9,558,1.09618361,100.791,94.4495,3.29809,217.264,4.88348,4.03656,0.846921,5.0257,30.0857,4.65757,0.368133,1.2571,5.9429,7.2,1.6286,0.9429,0.0286,12.6857,11.6467,0.345845547,MEDIO
