player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,porpag,adjoe,pfr,pid,ast.tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,extra,ET,VaCatEf
Dominique Archie,South Carolina,SEC,31,73,108.4,18.2,55.1,57.04,9,14.6,5.1,19.1,66,104,0.635,104,181,0.575,21,65,0.323,3.8,2.8,42.3,2.34875,107.46,3.7,3316,0.45765026,93.1982,91.1039,3.5609,204.506,5.9024,2.15958,3.74282,4.63768,29.4194,2.05956,2.57812,2.5484,3.8387,6.3871,0.871,1.5161,1.1935,10.871,3.82826,0.353067007,MEDIO
Robinson Louisme,Tulane,CUSA,30,68.6,102.2,20.8,50.2,52.33,10.8,19.2,5.7,15,64,108,0.593,122,242,0.504,0,1,0,5.3,2,44.4,1.83521,103.552,4.5,3318,0.46515035,96.2401,94.3389,3.0383,169.578,2.16307,-0.751493,2.91456,1.39114,27.7667,0.255325,1.13581,2.6333,4.2333,6.8667,0.6667,0.9333,1.3333,10.2667,0.072324,0.168044077,BAJO
Brian Johnson,Delaware,CAA,32,85.2,104.9,18.3,52.2,55.32,1.9,6.2,30.7,22.8,63,91,0.692,70,146,0.479,39,100,0.39,0,1.6,37,2.27389,103.497,3.2,3319,2.03848208,106.848,109.482,1.98477,159.438,-1.69703,1.21712,-2.91415,-1.34844,34.3438,0.274437,-1.62288,0.5938,1.875,2.4688,4.9688,0.9062,0,10,5.34731,0.354817352,MEDIO
Collin Dennis,North Texas,SB,30,47.9,95.1,22.6,40.1,45.48,2.2,11.1,16.8,16.6,57,78,0.731,41,120,0.342,31,98,0.316,0.3,1.8,35.8,0.811311,96.0827,6.2,3322,1.25005626,106.123,106.528,1.35533,103.311,-2.05661,0.113257,-2.16987,-3.30902,20.2,-2.17797,-1.13105,0.4,1.9333,2.3333,1.6667,0.6333,0.0667,7.7333,9.20826,0.272052154,BAJO
Joey Mundweiler,Wagner,NEC,30,81,108.6,20.1,57.8,58.96,0.7,5.1,11.9,16.5,42,61,0.689,46,92,0.5,98,242,0.405,0.4,1.1,18.3,2.27869,104.536,2,3323,0.94545354,106.649,114.054,1.37301,131.571,-2.35179,1.63378,-3.98557,-0.821177,32.5333,2.12901,-2.95018,0.2,1.4,1.6,1.7333,0.6,0.1333,14.2667,14.5874,0.369146006,MEDIO
Zach Evans,Bucknell,Pat,28,27.9,78.3,16.5,36.4,38.89,8.3,20,7.9,21.5,16,34,0.471,24,66,0.364,1,4,0.25,4.4,1.5,48.6,-0.413683,74.2748,5.4,3324,0.61906668,96.5774,100.228,1.07801,75.7762,-3.59449,-5.4735,1.87901,-3.86763,12.3571,-4.40156,0.533922,0.9643,2.2857,3.25,0.4643,0.3214,0.5357,2.3929,0.675099,0.246212121,BAJO
Justin Fuehrmeyer,Missouri St.,MVC,26,57.4,95.6,13.5,37.5,45.76,2,7,21.8,22.9,40,51,0.784,21,53,0.396,13,55,0.236,0,2.6,47.2,0.274079,87.1546,2.4,3327,2.08564845,102.85,101.174,2.38167,111.891,-0.43028,-0.583607,0.153327,-0.730387,27.6154,-2.01196,1.28157,0.4615,1.5,1.9615,2.8077,1.1154,0,4.6538,4.87745,0.25025729,BAJO
Anthony Newell,Ball St.,MAC,13,34.4,94.3,28.6,44,47.07,9.8,23.8,5.8,12.4,50,89,0.562,57,132,0.432,11,35,0.314,0,0.9,53.3,2.41537,105.214,3.1,3328,0.37498647,94.024,96.0253,3.48719,79.1569,-3.84694,-1.28168,-2.56526,0.790476,33.2308,2.26544,-1.47496,2.7692,6.6154,9.3846,0.6923,0.4615,0,15.1538,5.20174,0.301082251,MEDIO
Charlie Swiggett,Milwaukee,Horz,13,6.1,84.1,15.4,26.9,33.56,2.9,8.8,31.6,26.6,3,4,0.75,2,7,0.286,1,6,0.167,1.3,0.8,30.8,-0.0942657,79.4292,4.4,3335,2.40015591,104.615,107.079,0.373893,11.0929,-6.58996,-3.96818,-2.62179,-4.19406,5.6154,-3.34781,-0.846241,0.1538,0.4615,0.6154,0.9231,0.0769,0.0769,0.7692,4.86193,0.178571429,BAJO
Jaytornah Wisseh,LIU Brooklyn,NEC,30,86,100.3,26.3,41.6,49.91,2.1,9.5,28.4,20.4,150,187,0.802,98,269,0.364,37,100,0.37,0.2,2.6,50.7,2.37307,104.145,2.1,3338,1.38540624,99.7439,106.458,2.36475,189.95,-0.73597,0.591011,-1.32698,0.11319,34.8333,0.973364,-0.860174,0.6667,3,3.6667,4.4333,1.5667,0.0667,15.2333,5.60305,0.306437423,MEDIO
Sean Baptiste,Fairleigh Dickinson,NEC,27,79.6,103.5,22.8,49.3,52.63,6.9,12.4,7.6,14.5,84,120,0.7,106,221,0.48,48,140,0.343,0.4,2.8,33.2,2.46681,104.392,2.5,3342,0.51786317,107.386,110,1.99397,176.843,-1.4792,1.38876,-2.86797,0.586985,35.8148,2.37079,-1.78381,2.1852,3.7037,5.8889,1.0741,1.7407,0.1481,16.2963,8.2701,0.331307908,MEDIO
Ahmad Nivins,Saint Joseph's,A10,32,96.5,119.7,22.9,61.2,66.99,12.5,22.6,6.1,18.3,203,258,0.787,205,334,0.614,0,1,0,4.6,1.3,77,5.71878,126.974,2.2,3344,0.36780932,95.127,93.3467,4.40826,261.974,5.55748,3.18525,2.37223,6.58919,39.3438,5.69052,0.898667,3.9375,7.875,11.8125,1,0.8125,1.75,19.1562,0.0481092,0.204590818,BAJO
Brandon Rozzell,VCU,CAA,34,47.6,101,17.9,49.5,51.91,1.1,8.9,7.6,15.4,26,33,0.788,46,79,0.582,36,123,0.293,1,3,16.3,0.945874,98.5861,2.8,3349,0.83329559,96.7371,96.1576,1.98892,113.282,1.36433,0.647997,0.716337,2.06306,19.1765,0.789757,1.2733,0.1765,1.5,1.6765,0.7353,0.9412,0.1765,6.6471,11.2931,0.34043429,MEDIO
Keion Mitchem,TCU,MWC,30,55.7,91.7,16.7,49,52.18,0.4,8.8,15,24.3,26,33,0.788,31,76,0.408,29,76,0.382,0.2,1.8,21.7,0.438278,89.9357,3.5,3352,1.02270406,102.765,99.6435,2.05839,105.524,-1.16118,-1.45185,0.290664,-1.77252,22.4667,-2.27777,0.505251,0.0667,1.4667,1.5333,1.5,0.6333,0.0333,5.8333,6.99836,0.326754386,MEDIO
Kyle Ohman,Liberty,BSth,31,83.2,110.8,20.8,55.2,58.12,3.1,14.6,15.9,16.9,72,95,0.758,52,116,0.448,89,220,0.405,1.3,2.2,28.3,2.90103,109.391,3,3353,1.26979286,102.287,105.149,2.43848,208.299,2.20946,2.83198,-0.622518,2.53613,34.4839,3.0957,-0.559574,0.9032,4.6129,5.5161,2.5806,1.2581,0.3871,14.2903,12.2575,0.351698015,MEDIO
Cole Wilder,Radford,BSth,14,2.8,95.3,19.7,14.3,42.55,6.7,2.9,14.3,16.4,8,10,0.8,1,3,0.333,0,4,0,0,1.6,142.9,0.063375,91.7873,8.2,3354,1.4996501,106.279,106.408,0.167352,5.05065,-4.96954,-0.864732,-4.1048,-9.87235,2.4286,-6.8015,-3.07085,0.1429,0.0714,0.2143,0.2143,0.0714,0,0.7143,6.41779,0.111111111,BAJO
Amir Johnson,Radford,BSth,30,91.5,93.1,17.4,45,50.19,0.8,12.2,24.5,29,74,103,0.718,54,137,0.394,36,103,0.35,0.2,2,42.9,0.41173,87.5085,2.6,3355,1.50487865,101.666,103.148,2.93652,208.181,-1.09674,-0.89195,-0.204791,-2.17561,37.3667,-2.11842,-0.0571897,0.2667,4.6,4.8667,5.1667,1.3333,0.0667,9.6667,5.05708,0.306144143,MEDIO
Chester Frazier,Illinois,B10,31,75.1,106.6,14.5,54.5,56.76,5.2,11.9,28,28.9,32,48,0.667,34,66,0.515,26,68,0.382,0.9,2.7,35.8,2.15486,103.126,1.5,3357,2.41180752,89.8958,86.3363,4.56248,189.994,7.48248,2.65232,4.83016,6.87504,33.1935,2.25312,4.62193,1.3226,3.4516,4.7742,5.2903,1.3871,0.2903,5.7419,4.19435,0.362893642,MEDIO
Brett Finkelmeier,Indiana,B10,20,12.9,71,6.7,44.4,44.44,4.9,7.6,7.7,46.7,0,0,0,4,8,0.5,0,1,0,0,1.6,0,-0.683924,58.9982,4.9,3359,0.75000002,110.266,103.022,0.629159,22.4078,-1.91722,-2.53818,0.620965,-5.10471,7.8,-5.20022,0.0955118,0.3,0.45,0.75,0.3,0.2,0,0.4,0.391899,0.166666667,BAJO
Terrance Calvin,Arkansas Pine Bluff,SWAC,29,81.7,88.5,22.4,39.4,46.05,4.5,12.6,22.9,25.3,104,143,0.727,115,292,0.394,5,19,0.263,0.2,2.7,46,0.485502,88.2752,3.9,3362,1,98.0609,103.1,2.80612,196.54,-1.81416,-2.31236,0.498206,-2.50314,35.2069,-2.4772,-0.0259365,1.5172,3.9655,5.4828,3.6207,1.6897,0.069,12.0345,1.02816,0.262857486,BAJO
George Davis,Arkansas Pine Bluff,SWAC,29,33,87.4,15.6,44.8,48.11,10.3,13,2.6,25.8,24,40,0.6,39,86,0.453,0,1,0,2.8,2.2,46,-0.212584,79.9361,6.7,3364,0.16665055,97.4088,101.205,1.23019,81.5714,-3.98013,-4.24834,0.26821,-4.79101,14.2069,-4.73991,-0.0510991,1.4138,1.6552,3.069,0.1724,0.5517,0.3793,3.5172,0.133973,0.151162791,BAJO
Tristan Thompson,North Texas,SB,31,54.6,114.1,22.9,50.4,58.09,3.2,8,9.7,14.4,114,141,0.809,68,148,0.459,34,88,0.386,0.1,0.8,59.7,2.40227,115.951,3.3,3367,0.77501356,109.804,110.111,1.22491,96.9433,-0.799977,2.75896,-3.55894,1.40495,22.2903,3.48278,-2.07783,0.6452,1.5484,2.1935,1,0.3226,0.0323,11.3548,7.25399,0.346334971,MEDIO
Rony Tchatchoua,New Hampshire,AE,28,36.9,95.8,16.8,44.4,49.67,6.6,18.5,7,19.8,33,50,0.66,35,79,0.443,3,10,0.3,3.2,2.5,56.2,0.285856,89.6642,6.4,3369,0.56525446,96.4075,99.4948,1.41793,86.8935,-1.39569,-3.18691,1.79122,-1.94364,15.5357,-3.82924,1.8856,0.9643,2.25,3.2143,0.4643,0.6071,0.4286,4,1.44441,0.297679325,MEDIO
Jamar Abrams,East Carolina,CUSA,27,67.3,113.1,17.4,59.8,62.58,6.3,15,3.2,18,39,47,0.83,59,105,0.562,40,94,0.426,1.3,1.8,23.6,2.43772,110.348,4.7,3371,0.28946995,112.402,110.665,1.45828,124.543,-0.082255,2.29384,-2.37609,0.204075,27.1852,2.06384,-1.85976,1.4444,3.5926,5.037,0.4074,0.8148,0.3704,10.2593,7.74936,0.400067545,MEDIO
Claude Britten,UTEP,CUSA,27,21.1,95.2,21.1,45.8,46.6,12.2,12.6,2.7,14.2,19,39,0.487,49,106,0.462,0,1,0,10.5,1.1,36.4,0.555569,98.0736,6.2,3373,0.23522873,98.1697,94.4949,1.27848,65.2901,1.00604,-2.30008,3.30612,0.336668,11.7037,-1.33989,1.67656,1.3704,1.2963,2.6667,0.1481,0.2222,1.1481,4.3333,0.175892,0.15408805,BAJO
Justin Safford,Missouri,B12,38,23.5,108.8,17.3,61.4,59.12,6.3,16.8,12.6,19.4,16,36,0.444,37,72,0.514,13,20,0.65,2.8,2.3,39.1,0.831291,109.767,6.5,3374,1.22732774,91.4625,87.5466,1.26227,78.0019,5.32333,2.14558,3.17774,4.10533,9.3947,1.35432,2.75101,0.5526,1.4474,2,0.7105,0.3947,0.2632,3.3947,3.05907,0.496296296,MEDIO
Al Nolen,Minnesota,B10,32,66.1,99,18.7,36.6,44.58,3,11,31.1,21.8,68,93,0.731,40,116,0.345,17,63,0.27,0.9,4.6,52,1.61844,101.915,3.7,3375,2.44639996,94.4382,89.4462,3.37665,165.819,4.26787,1.83693,2.43094,3.74961,26.5312,-0.218154,3.96776,0.6562,2.4062,3.0625,4.2812,1.9375,0.1875,6.2188,4.57961,0.249863164,BAJO
Blake Hoffarber,Minnesota,B10,31,52.7,106.1,15.4,56.6,58.41,2.2,11.1,12.1,23.1,20,26,0.769,22,30,0.733,45,128,0.352,0.4,1.8,16.5,1.50447,104.2,1.7,3376,1.02559413,101.088,95.6158,2.31342,99.9639,2.38417,2.23594,0.148232,2.69022,21.8387,2.04785,0.642376,0.3871,2,2.3871,1.2903,0.6129,0.0645,6.4194,11.6705,0.420225694,MEDIO
Gabriel McCulley,UTEP,CUSA,33,36.7,112,13.7,51.8,56.62,7.6,12.7,9.9,18.4,31,38,0.816,30,56,0.536,18,54,0.333,2.7,2.3,34.5,1.07706,103.136,5,3378,1.15997883,99.5929,96.1689,1.71798,107.017,5.15974,2.46133,2.69841,3.43894,16.6364,1.47509,1.96385,1.2121,1.8485,3.0606,0.8788,0.6667,0.4242,4.3939,5.46079,0.345238095,MEDIO
Randy Culpepper,UTEP,CUSA,37,74.8,104.1,27.1,49.6,53.78,2.8,8,13.8,15.3,137,184,0.745,122,258,0.473,89,257,0.346,1.1,3.4,35.7,3.20204,115.088,3.7,3379,0.79760385,99.9187,96.442,3.09854,215.134,4.66908,4.2095,0.459574,5.69248,30.2432,4.23143,1.46105,0.8108,2.1351,2.9459,1.8108,1.8108,0.2973,17.5135,12.7514,0.33077449,MEDIO
Prentice Small,Lehigh,Pat,28,48.6,86.8,21.9,32.9,40.55,2.8,7.7,34.4,21.3,53,76,0.697,39,119,0.328,8,36,0.222,0.2,2.9,49,0.181092,86.824,2.7,3382,1.97784833,93.8773,101.255,1.77135,105.718,-3.8161,-2.87015,-0.945942,-2.63682,20.5,-2.74847,0.11165,0.5357,1.4643,2,3.1786,1,0.0357,5.5357,3.73557,0.220354809,BAJO
Jason Ebie,TCU,MWC,30,74,89.1,16.3,39,45.58,2.8,8.2,25,26.8,52,76,0.684,36,96,0.375,14,50,0.28,0.4,2.2,52.1,0.261958,86.8185,3.5,3384,1.69842864,101.774,98.6826,2.83197,146.641,-0.29594,-1.29164,0.995697,-1.00794,29.8333,-2.27128,1.26334,0.6667,1.8333,2.5,3.5667,1.0667,0.1,5.5333,3.46558,0.265,BAJO
Michael Ojo,Lehigh,Pat,25,27.5,98.1,15.9,45.1,49.38,2.9,14.2,4.1,13.8,22,32,0.688,7,24,0.292,20,58,0.345,1.7,2.4,39,0.271143,90.3077,4.3,3386,0.5,91.0076,98.0284,1.2675,66.9444,-1.75291,-2.04828,0.295366,-0.583681,13,-1.63192,1.04823,0.36,1.72,2.08,0.24,0.52,0.2,3.84,10.6362,0.269636015,BAJO
Mike Venezia,Colgate,Pat,30,84.1,88,20.6,44.6,47.56,2.7,6.4,7.5,19.1,44,56,0.786,57,141,0.404,55,172,0.32,0.4,0.8,17.9,0.28139,86.6766,1.7,3388,0.46033336,105.984,111.728,1.69774,127.723,-4.71065,-1.96073,-2.74992,-4.05467,33.9333,-1.2659,-2.78877,0.7333,1.8667,2.6,0.9667,0.4,0.1333,10.7667,10.7214,0.294635494,MEDIO
Joe Hoban,Colgate,Pat,27,23.8,76.6,20.9,44.2,45.59,1.3,14.6,22,30.6,16,33,0.485,13,32,0.406,9,28,0.321,0,3.3,55,-0.315791,75.6956,5.8,3389,0.89656455,95.8768,100.594,0.945868,57.2302,-5.0274,-4.6733,-0.354096,-5.91281,10.6667,-6.49321,0.580406,0.1111,1.3333,1.4444,0.963,0.5556,0,2.5556,6.16738,0.296130952,MEDIO
Andrew Beinert,Holy Cross,Pat,32,69,91.9,18.6,55.4,55.99,2.5,6.4,16.5,32.8,24,40,0.6,50,115,0.435,49,108,0.454,0.3,2.4,17.9,0.414388,88.592,3.4,3390,0.7640587,99.4184,103.71,2.16116,133.47,-2.60319,-1.68444,-0.918742,-1.50381,27.7188,-1.14981,-0.354001,0.5938,1.375,1.9688,2.125,1.0938,0.0625,8.4688,7.37961,0.371779388,MEDIO
Jeremy Dunbar,Southeastern Louisiana,Slnd,4,4.4,111.3,11.1,55,55,0,2.4,8.1,11.6,0,0,0,1,3,0.333,3,7,0.429,2.2,0,0,0.414708,94.9841,6.1,3392,2,109.388,108.976,0.669092,5.14933,-4.19786,-0.914546,-3.28331,-5.26128,11.5,-2.46659,-2.79469,0,0.25,0.25,0.5,0,0.25,2.75,9.0026,0.325396825,MEDIO
Idris Hilliard,Saint Joseph's,A10,32,69,102.2,19,53.1,55.81,10.7,12.5,8.7,21.2,55,81,0.679,119,222,0.536,0,2,0,1,1.2,36.2,1.79519,103,4.2,3393,0.58335997,101.494,99.5948,2.556,144.267,0.625829,0.311405,0.314424,-1.12537,28.1562,-0.809009,-0.316364,2.4062,3.125,5.5312,1.0938,0.5625,0.2812,9.1562,0.134566,0.178678679,BAJO
Marcus Thornton,LSU,SEC,35,79.1,119.4,28.9,54.4,58.01,7.1,11.9,15.4,11.6,149,200,0.745,178,341,0.522,78,201,0.388,1.2,2.9,36.9,5.74501,136.561,2.6,3395,1.17188009,97.0415,94.222,3.52041,205.185,7.72344,7.86628,-0.142843,11.2352,31.8857,9.83939,1.39583,2.0286,3.4571,5.4857,2.1429,1.6,0.3714,21.1143,10.5689,0.368027896,MEDIO
James Loe,Louisiana Tech,WAC,30,54.3,92.1,16.9,48.6,54.01,1.9,7.3,21.2,33.6,38,51,0.745,28,77,0.364,17,33,0.515,0.2,1.8,46.4,0.184609,86.6378,4,3397,1.11664999,101.798,102.2,1.87397,101.08,-2.55327,-1.9518,-0.601462,-3.59868,22.5333,-3.30161,-0.297068,0.3333,1.3,1.6333,2.2333,0.6333,0.0333,4.8333,3.025,0.378787879,MEDIO
A.J. Stewart,Kentucky,SEC,29,11.7,97.3,20,47.8,53.63,10.2,12.9,7.9,25.2,14,17,0.824,19,41,0.463,2,5,0.4,8.6,2.4,37,0.303079,99.2547,8.5,3399,0.46674402,90.9131,87.1597,0.790815,38.7068,3.2732,-1.36963,4.64283,-0.698584,5.8276,-3.98219,3.2836,0.4483,0.7241,1.1724,0.2414,0.2414,0.4828,2,1.68344,0.354471545,MEDIO
Justin Robinson,Rider,MAAC,30,67.7,105,19.4,47.1,51.25,2.7,10,16.8,16.2,55,66,0.833,72,187,0.385,38,87,0.437,0.5,2.4,24.1,2.03493,104.587,3.5,3403,1.58331243,103.511,106.206,2.02286,149.596,-0.245005,1.36867,-1.61367,0.396551,29.1,0.857849,-0.461298,0.7,2.6667,3.3667,2.5333,1.2333,0.1333,10.4333,5.72621,0.346733051,MEDIO
Warrell Span,Southeastern Louisiana,Slnd,26,74.4,94.7,21.4,48.8,49.51,7,17.8,10.2,18.5,27,50,0.54,110,227,0.485,10,29,0.345,0.7,1.5,19.5,1.2484,96.3634,3.1,3404,0.71155,99.9148,102.297,2.47376,144.393,-1.89034,-1.25708,-0.633264,-1.42871,29.8846,-0.390111,-1.0386,1.7692,4.8077,6.5769,1.4231,0.7692,0.1923,10.6538,2.20571,0.333940959,MEDIO
Justin Castleberry,Bucknell,Pat,30,80,92.7,20.5,45.2,49.39,0.9,11.5,13.4,18.1,76,108,0.704,60,149,0.403,50,150,0.333,0.2,2.3,36.1,1.01066,93.3687,2.8,3405,0.9206191,101.206,104.896,2.37301,180.734,-0.800668,-0.427324,-0.373344,-0.584127,33.0667,-0.922402,0.338275,0.2667,3.5,3.7667,1.9333,1.3,0.0667,11.5333,8.82903,0.300894855,MEDIO
Manny Harris,Michigan,B10,34,81.2,106.2,31.5,46.4,54.51,6.6,19.2,32.6,19.5,169,195,0.867,122,267,0.457,49,154,0.318,1.8,2.4,46.3,4.99635,128.581,2.5,3408,1.40739808,96.4629,91.1975,3.95408,217.219,9.15752,5.56156,3.59596,8.52489,32.9706,6.22474,2.30015,1.7941,4.9706,6.7647,4.4706,1.2647,0.5294,16.4706,8.75538,0.311400522,MEDIO
Chris Allen,Michigan St.,B10,38,47.4,102.5,23.3,45.1,49.29,4.5,9.2,13.6,17.6,59,75,0.787,52,121,0.43,52,167,0.311,0,1.2,26,1.90825,113.251,3.6,3409,0.96002439,100.224,93.6302,2.14876,108.687,3.12978,3.05444,0.0753444,2.30539,18.9737,2.13381,0.171576,0.7368,1.5,2.2368,1.2632,0.3684,0,8.3947,13.6976,0.298939311,MEDIO
Kelvin Grady,Michigan,B10,31,40.4,105.3,15.2,50,51.8,1.5,8,21.6,18,15,22,0.682,13,33,0.394,30,83,0.361,0.2,1.5,19,1.15034,102.94,1.9,3410,2.45827948,104.182,98.6934,1.69861,77.0585,1.01044,1.4993,-0.488861,1.28683,17.9677,0.592437,0.694395,0.2258,1.129,1.3548,1.9032,0.4194,0.0323,4.2258,9.48433,0.312036023,MEDIO
Curtis Brown,Savannah St.,ind,9,8.1,38.2,22.8,14.5,14.52,4.4,16.1,13.9,23.3,0,0,0,3,18,0.167,1,13,0.077,1.4,3,0,-1.36595,39.921,4.4,3415,0.71432241,95.0583,94.5862,0.975836,15.9738,-11.5469,-11.4396,-0.107308,-12.327,9,-11.2199,-1.10706,0.3333,1.1111,1.4444,0.5556,0.4444,0.1111,1,9.80395,0.094017094,BAJO
Matt Stucki,Idaho St.,BSky,30,77.9,109.1,21.7,54.7,59.33,2.6,10.4,25.6,21.6,82,104,0.788,79,153,0.516,40,101,0.396,2.5,2.8,40.9,2.94249,110.633,3.6,3419,1.58907652,104.833,102.868,2.61138,170.017,4.54226,3.57533,0.966929,3.94763,33.1,2.92175,1.02588,0.6333,2.7667,3.4,3.8667,1.4667,0.6667,12,6.48098,0.370133092,MEDIO
Garfield Blair,Stetson,ASun,28,81.5,99.4,29.1,47.3,51.1,6.6,19.5,16.5,18.6,99,140,0.707,137,306,0.448,38,104,0.365,1.9,1.9,34.1,2.92342,110.113,3,3426,0.67815648,98.6024,100.482,2.91648,186.418,0.936167,0.564317,0.37185,2.9191,33.1786,3.0615,-0.142397,2.1786,5.5357,7.7143,2.1071,1.1071,0.6071,17.3929,6.46032,0.33192978,MEDIO
Nick Calathes,Florida,SEC,36,83.3,114.5,27.8,56.8,59.92,3,15.7,35.9,20.7,135,191,0.707,132,238,0.555,73,187,0.39,0.5,3.3,44.9,5.18443,129.089,2.3,3427,1.94116046,96.2249,93.8213,3.75288,246.623,8.88349,7.0439,1.8396,9.63742,33.3333,7.30155,2.33587,0.8611,4.4722,5.3333,6.4167,1.8889,0.1667,17.1667,9.04145,0.380061115,MEDIO
Robert Jarvis,Oral Roberts,Sum,30,86.6,99.8,25,47,50.62,1.2,7.3,12.2,17.3,85,109,0.78,90,206,0.437,81,244,0.332,0.2,1.6,24.2,2.52584,105.284,2.3,3430,0.74357696,101.739,99.6437,3.19956,155.227,-0.108716,0.790994,-0.89971,1.03808,35.0667,1.55099,-0.512914,0.3667,2.1667,2.5333,1.9333,0.9333,0.0667,16.9333,13.5012,0.311614675,MEDIO
Jaycen Herring,Southeast Missouri St.,OVC,29,92.7,95.8,25.1,47.2,50.8,3,8.9,16.2,18.3,107,163,0.656,140,312,0.449,31,83,0.373,1.8,1.3,41.3,1.84063,98.5765,2.7,3431,0.87500415,116.982,117.311,1.15195,161.479,-4.69545,-0.744713,-3.95074,-3.37763,37.069,0.144885,-3.52251,1,3.0345,4.0345,2.6552,0.8276,0.7241,16.5517,4.32113,0.336319638,MEDIO
Chris Cooks,Missouri St.,MVC,28,70.5,93.8,27.4,44.1,48.62,9,16.9,20.7,21.6,85,126,0.675,77,199,0.387,36,98,0.367,0.5,2,42.4,2.08661,103.464,3.7,3432,0.85365019,99.8243,98.2834,3.04169,156.611,2.03817,1.05829,0.979881,1.71757,31.4643,1.80575,-0.0881753,2.3929,4.1071,6.5,2.5,1,0.1429,12.3929,7.07585,0.312651694,MEDIO
Kay Martinez,Jackson St.,SWAC,24,10.4,59,26.7,23.9,25.89,8.2,13.2,4.4,19.9,4,5,0.8,11,33,0.333,4,38,0.105,0.7,2.9,7,-0.450043,61.7112,7.5,3434,0.23075503,97.7582,100.22,0.519694,28.3296,-13.2699,-9.26365,-4.00628,-15.8208,5.75,-12.0265,-3.79426,0.4167,0.6667,1.0833,0.125,0.2917,0.0417,1.5833,15.5699,0.16374269,BAJO
Johnathon Jones,Oakland,Sum,35,93.6,107.3,24.7,45.7,50.99,1.9,6.9,39.7,22.3,111,143,0.776,132,297,0.444,31,94,0.33,0.7,2.2,36.6,3.62451,112.168,2.1,3435,2.32235109,110.659,109.802,2.13889,194.003,-0.490666,2.54338,-3.03405,1.00761,37.9714,2.98606,-1.97845,0.5714,2.2286,2.8,8.0286,1.3714,0.2286,13.3714,4.27772,0.313041765,MEDIO
Barkley Falkner,Sam Houston St.,Slnd,26,74.1,104.8,16.8,56.3,58.83,11.1,20,7.6,24,61,95,0.642,80,143,0.559,6,15,0.4,1.1,1.6,60.1,1.50163,98.8755,3.9,3438,0.54542875,100.809,101.284,2.56801,151.139,0.800848,0.12931,0.671539,-0.675679,30.1923,0.00534197,-0.681021,3,5.2308,8.2308,1.1538,0.8077,0.3077,9.1923,1.09766,0.386480186,MEDIO
Tyler Laser,Eastern Illinois,OVC,28,78.5,112,19.4,55.6,59.77,0.9,9.7,21.4,19.5,50,52,0.962,72,136,0.529,42,107,0.393,0.4,1.9,21.4,2.38596,106.168,2.2,3440,1.58486978,106.777,107.243,2.07251,140.286,0.249896,1.46905,-1.21916,1.24393,31.5357,1.6517,-0.40777,0.2143,2.5714,2.7857,3,0.9286,0.1071,11.4286,7.63956,0.37273227,MEDIO
Tim Ambrose,Albany,AE,31,60.5,100.6,33.6,49.6,53.52,7.2,17.6,30.1,23,82,105,0.781,140,284,0.493,27,80,0.338,0.5,2.8,28.8,2.61629,115.432,4.8,3441,0.83331179,96.0385,98.4434,2.33576,154.009,3.21339,2.50251,0.710877,3.50954,24.2903,2.90867,0.600869,1.5484,3.5806,5.129,2.5806,1.129,0.0968,14.2903,6.43449,0.333069249,MEDIO
DeLuis Ramirez,Sam Houston St.,Slnd,26,64.7,96.7,18.8,49.4,52.68,9.8,13.3,11.8,25.5,44,66,0.667,81,157,0.516,1,10,0.1,0.6,1.7,39.5,0.879268,94.0554,3.7,3443,0.70177434,103.417,103.905,2.00874,117.659,-0.965118,-1.05202,0.0868975,-1.69342,26.3846,-0.747721,-0.945702,2.3077,3.0385,5.3462,1.5385,0.7692,0.1538,8.0385,0.838089,0.221974522,BAJO
Josten Crow,Sam Houston St.,Slnd,20,30,107.7,16.4,51.6,53.64,10.2,15.9,15.9,19.8,21,36,0.583,27,48,0.563,4,16,0.25,0.7,3.8,56.3,0.884038,100.691,7.9,3444,1.44444443,97.0111,98.4882,1.49526,70.9574,3.7901,1.81092,1.97918,0.700841,15.9,-1.42392,2.12476,1.45,2.2,3.65,1.3,1.05,0.1,4.35,2.89197,0.3125,MEDIO
Darryl Roberts,Akron,MAC,35,64.7,112.5,16.5,52.4,59.36,1.8,6.7,13.2,19.9,75,81,0.926,38,91,0.418,48,119,0.403,0.4,1.5,38.6,2.09534,107.587,2.4,3446,1.14285718,97.8927,99.6164,2.3946,134.126,1.70631,1.43975,0.266559,2.71705,26.1714,1.86922,0.847829,0.4,1.4286,1.8286,1.6,0.6286,0.0857,8.4286,8.01302,0.340874811,MEDIO
Andrew Zehnder,Colorado,B12,8,3.7,86.8,11.8,60,50.72,0,5.7,14.2,23.6,1,4,0.25,3,4,0.75,0,1,0,2.5,1.4,80,-0.204655,73.7819,8.9,3447,1.5,106.872,111.215,0.293789,6.76015,-3.84284,-3.40932,-0.433521,-6.71894,5.625,-7.3736,0.654657,0,0.25,0.25,0.375,0.125,0.125,0.875,1.3884,0.25,BAJO
